id	resource	problem	wikidata_id	id_wiki	wiki_address	label_en	description_english	description_german	commons_url	HDS ID	GND ID	date of birth	date of death	place of birth	coordinate_location_birth	place of death	coordinate location
2939	/m/02s6q4		Louis of Toulouse	Q196157	https://www.wikidata.org/wiki/Q196157	Louis of Toulouse	French Catholic bishop and saint	Heiliger; Erzbischof von Toulouse	https://upload.wikimedia.org/wikipedia/commons/f/f6/426px-San_Luigi_di_Toulouse_PieroDellaFrancesca.jpg		118890751	1274-02-09T00:00:00Z	1297-08-19T00:00:00Z	Brignoles	43.405833333333,6.0616666666667	Brignoles	43.405833333333,6.0616666666667
														Nocera dei Pagani	40.741730555556,14.617888888889		
532	/m/0sxgddv		Johann Jakob Oeri	Q23060851	https://www.wikidata.org/wiki/Q23060851	Johann Jakob Oeri					138280908	1817-01-07T00:00:00Z	1897-07-05T00:00:00Z	Wil	47.605833333333,8.5075	Basel	47.550555555556,7.5911111111111
1465	http://purl.org/net7/korbo2/ite/m/1465		Giovanni Dupré	Q916057	https://www.wikidata.org/wiki/Q916057	Giovanni Dupré	Italian artist	italienischer Bildhauer und Medailleur	https://upload.wikimedia.org/wikipedia/commons/a/a4/Illustrazione_Italiana_1874_n._3_-_Giovanni_Dupr%C3%A8.jpg		118899007	1817-03-01T00:00:00Z	1882-01-10T00:00:00Z	Siena	43.318333333333,11.331388888889	Florence	43.771388888889,11.254166666667
1365	http://purl.org/net7/korbo2/ite/m/1365		Federico Zuccari	Q345605	https://www.wikidata.org/wiki/Q345605	Federico Zuccari	Italian painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/0/0b/Fede_Galizia_-_Portrait_of_Federico_Zuccari_-_WGA8432.jpg		118912860	1539-01-01T00:00:00Z	1609-07-20T00:00:00Z	Sant'Angelo in Vado	43.664719444444,12.413	Ancona	43.616666666667,13.516666666667
															43.83333333,12.8		
1359	http://purl.org/net7/korbo2/ite/m/1359		Hans Bock	Q693916	https://www.wikidata.org/wiki/Q693916	Hans Bock	German artist	Schweizer Maler	https://upload.wikimedia.org/wikipedia/commons/5/5b/Hans_Bock_%E2%80%93_Felix_Platter_1584.jpg	19088	118927639	1550-01-01T00:00:00Z	1624-03-16T00:00:00Z	Saverne	48.741388888889,7.3619444444444	Basel	47.550555555556,7.5911111111111
												1550-01-01T00:00:00Z					
2309	/m/0964yj		Reinhard Kekulé von Stradonitz	Q85881	https://www.wikidata.org/wiki/Q85881	Reinhard Kekulé von Stradonitz	German classical archeologist	deutscher Klassischer Archäologe	https://upload.wikimedia.org/wikipedia/commons/f/f6/Reinhard_Kekul%C3%A9_von_Stradonitz.jpg		118931504	1839-03-06T00:00:00Z	1911-03-23T00:00:00Z	Darmstadt	49.866666666667,8.65	Berlin	52.516666666667,13.383333333333
2432	/m/03x9y9		Antonio da Sangallo the Elder	Q456861	https://www.wikidata.org/wiki/Q456861	Antonio da Sangallo the Elder	Italian architect	italienischer Architekt und Festungsbauer	https://upload.wikimedia.org/wikipedia/commons/e/ef/126_le_vite%2C_antonio_da_sangallo.jpg		118956337	1455-01-01T00:00:00Z	1534-12-27T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
541	/m/0sxgk7t		Friedrich Salomon Vögelin	Q1461838	https://www.wikidata.org/wiki/Q1461838	Friedrich Salomon Vögelin	Swiss art historian and theologian	Schweizer Kunsthistoriker	https://upload.wikimedia.org/wikipedia/commons/6/68/%28UAZ%29_AB.1.1052_Voegelin.tif	3716	118967142	1837-07-26T00:00:00Z	1888-10-17T00:00:00Z	Zürich	47.378611111111,8.54	Zürich	47.378611111111,8.54
1116	http://purl.org/net7/korbo2/ite/m/1116		Fra Bartolomeo	Q7780	https://www.wikidata.org/wiki/Q7780	Fra Bartolomeo	Italian Renaissance painter	italienischer Maler der florentinischen Schule	https://upload.wikimedia.org/wikipedia/commons/8/87/Fra_bartolomeo.jpg		118968580	1472-03-28T00:00:00Z	1517-10-31T00:00:00Z	Prato	43.880813888889,11.096561111111	Florence	43.771388888889,11.254166666667
1027	http://purl.org/net7/korbo2/ite/m/1027		Marino Sanuto the Younger	Q781378	https://www.wikidata.org/wiki/Q781378	Marino Sanuto the Younger	Italian historian				11897002X	1466-06-22T00:00:00Z	1536-04-04T00:00:00Z	Venice	45.439722222222,12.331944444444	Venice	45.439722222222,12.331944444444
2121	/m/036vfw		Palma Vecchio	Q9342	https://www.wikidata.org/wiki/Q9342	Palma Vecchio	Italian painter	oberitalienischer Maler	https://upload.wikimedia.org/wikipedia/commons/d/d6/1480-1528_jacopo_negretti_da_bergamo_detto_palma_il_vecchio.tif		118976435	1480-01-01T00:00:00Z	1528-07-30T00:00:00Z	Serina, Lombardy	45.86666667,9.73333333	Venice	45.439722222222,12.331944444444
3047	/m/01hmys		Benjamin Jowett	Q817565	https://www.wikidata.org/wiki/Q817565	Benjamin Jowett	Theologian, classical scholar, and academic administrator	englischer Theologe und Philologe	https://upload.wikimedia.org/wikipedia/commons/6/69/Photography_of_Benjamin_Jowett.jpg		118985094	1817-04-15T00:00:00Z	1893-10-01T00:00:00Z	Camberwell	51.4736,-0.0912	Oxford	51.751944444444,-1.2577777777778
1140	http://purl.org/net7/korbo2/ite/m/1140		Moritz Voigt	Q112467	https://www.wikidata.org/wiki/Q112467	Moritz Voigt	German legal historian, civil law notary and lawyer				119018845	1826-09-10T00:00:00Z	1905-11-06T00:00:00Z	Leipzig	51.333333333333,12.383333333333	Leipzig	51.333333333333,12.383333333333
85	/m/0v09cv5		Friedrich Eggers	Q1246718	https://www.wikidata.org/wiki/Q1246718	Friedrich Eggers	German art historian	deutscher Kunsthistoriker	https://upload.wikimedia.org/wikipedia/commons/8/86/Friedrich_Eggers.jpg		119022486	1819-11-27T00:00:00Z	1872-08-11T00:00:00Z	Rostock	54.083333333333,12.133333333333	Berlin	52.516666666667,13.383333333333
103389			Rodolphe Julian	Q3438336	https://www.wikidata.org/wiki/Q3438336	Rodolphe Julian	French painter, etcher and pedagogue, founder of the Académie Julian	französischer Maler	https://upload.wikimedia.org/wikipedia/commons/7/74/Rodolphe_Julian_%28artist%29.jpg		119024519	1839-06-13T00:00:00Z	1907-02-12T00:00:00Z	Lapalud	44.304444444444,4.6888888888889	Paris	48.856577777778,2.3518277777778
242	/m/0cp5yh		Ludwig Geiger	Q67076	https://www.wikidata.org/wiki/Q67076	Ludwig Geiger	German historian and writer				11903719X	1848-06-05T00:00:00Z	1919-02-09T00:00:00Z	Wrocław	51.10773,17.03533	Berlin	52.516666666667,13.383333333333
															51.1,17.03333		
2947	/m/03kbd_		Lo Spagna	Q1446925	https://www.wikidata.org/wiki/Q1446925	Lo Spagna	Italian painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/7/7e/Lo_Spagna_-_Vierge_%C3%A0_l%27Enfant.jpg		119053357	1450-01-01T00:00:00Z	1528-01-01T00:00:00Z	Perugia	43.1121,12.3888	Spoleto	42.733333333333,12.733333333333
2864	/m/04s5dd		Georg Waitz	Q66936	https://www.wikidata.org/wiki/Q66936	Georg Waitz	German historian for history of law and medieval studies	deutscher Rechtshistoriker und Mediävist	https://upload.wikimedia.org/wikipedia/commons/6/60/Waitz1.JPG		119059142	1813-10-09T00:00:00Z	1886-05-24T00:00:00Z	Flensburg	54.781944444444,9.4366666666667	Berlin	52.516666666667,13.383333333333
2743	/m/0fzphp		Hermann Diels	Q61889	https://www.wikidata.org/wiki/Q61889	Hermann Diels	German classical philologist, religion academic, historian of philosophy and technology	deutscher Klassischer Philologe, Religionswissenschaftler, Philosophiehistoriker und Technikhistoriker	https://upload.wikimedia.org/wikipedia/commons/6/6a/Hermann_Alexander_Diels.jpg		119061457	1848-05-18T00:00:00Z	1922-06-04T00:00:00Z	Biebrich	50.0475,8.2408333333333	Dahlem	52.458055555556,13.2875
104204	/m/01033nsx		Julius Eugen Ruhl	Q1712594	https://www.wikidata.org/wiki/Q1712594	Julius Eugen Ruhl	German architect	deutscher Architekt und kurhessischer Baubeamter	https://upload.wikimedia.org/wikipedia/commons/c/c9/Ruhl_Portrait.jpg		119079178	1796-10-13T00:00:00Z	1871-11-27T00:00:00Z	Kassel	51.315777777778,9.4979166666667	Kassel	51.315777777778,9.4979166666667
1310	http://purl.org/net7/korbo2/ite/m/1310		Giovanni Dalmata	Q668864	https://www.wikidata.org/wiki/Q668864	Giovanni Dalmata	Italian artist				119080478	1440-01-01T00:00:00Z	1515-01-01T00:00:00Z	Vinišće	43.48333333,16.11666667	Trogir	43.516666666667,16.25
1119	http://purl.org/net7/korbo2/ite/m/1119		Pietro Perugino	Q5827	https://www.wikidata.org/wiki/Q5827	Pietro Perugino	Italian Renaissance painter of the Umbrian school	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/3/3b/Pietro_Perugino_031.jpg		119091771	1448-01-01T00:00:00Z	1523-01-01T00:00:00Z	Città della Pieve	42.953888888889,12.007777777778	Fontignano	43.0134,12.1128
																	43.02436,12.1919
104772			Richard Muther	Q106176	https://www.wikidata.org/wiki/Q106176	Richard Muther	German art historian	deutscher Kunsthistoriker	https://upload.wikimedia.org/wikipedia/commons/2/29/Richard_Muther_%281860-1909%29.jpg		119115387	1860-02-25T00:00:00Z	1909-06-28T00:00:00Z	Ohrdruf	50.828055555556,10.732777777778	Międzygórze	50.228055555556,16.766666666667
2180	/m/0bd48_		Lambert Lombard	Q983189	https://www.wikidata.org/wiki/Q983189	Lambert Lombard	Flemish painter	Renaissance-Maler, Architekt und Humanist	https://upload.wikimedia.org/wikipedia/commons/d/dd/Lambert_Lombard_-_Self-Portrait_-_WGA13359.jpg		119121204	1505-01-01T00:00:00Z	1566-08-01T00:00:00Z	Liège	50.64528,5.57568	Liège	50.64528,5.57568
2046			Princess Sophie of the Netherlands	Q242862	https://www.wikidata.org/wiki/Q242862	Princess Sophie of the Netherlands	Dutch princess	Prinzessin der Niederlande, Großherzogin von Sachsen-Weimar-Eisenach	https://upload.wikimedia.org/wikipedia/commons/0/01/Sophie_Netherlands.JPG		119131641	1824-04-08T00:00:00Z	1897-03-23T00:00:00Z	The Hague	52.084166666667,4.3175	Weimar	50.983333333333,11.316666666667
102444	/m/05804v		Heinrich Gustav Hotho	Q72950	https://www.wikidata.org/wiki/Q72950	Heinrich Gustav Hotho	German art historian				119154951	1802-05-22T00:00:00Z	1873-12-25T00:00:00Z	Berlin	52.516666666667,13.383333333333	Berlin	52.516666666667,13.383333333333
1125	http://purl.org/net7/korbo2/ite/m/1125		Raffaellino del Garbo	Q954072	https://www.wikidata.org/wiki/Q954072	Raffaellino del Garbo	Florentine painter of the early Renaissance	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/8/8e/Raffaellino_del_Garbo_from_Vasari.png		119167476	1470-01-01T00:00:00Z	1524-01-01T00:00:00Z	Barberino Val d'Elsa	43.543327777778,11.172175	Florence	43.771388888889,11.254166666667
															43.542304307192,11.17146191631		
													1527-01-01T00:00:00Z	Florence	43.771388888889,11.254166666667		
1217	http://purl.org/net7/korbo2/ite/m/1217		Bronzino	Q7803	https://www.wikidata.org/wiki/Q7803	Bronzino	Italian Mannerist painter	italienischer Maler des Manierismus	https://upload.wikimedia.org/wikipedia/commons/a/a3/Alessandro_Allori%2C_santissima_trinit%C3%A0%2C_1567-1571_circa%2C_ritratto_dei_maestri%2C_bronzino.jpg		119168774	1503-11-17T00:00:00Z	1572-11-23T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
506	/m/0dznl2		Johann David Passavant	Q73347	https://www.wikidata.org/wiki/Q73347	Johann David Passavant	German artist	deutscher Maler und Kunsthistoriker	https://upload.wikimedia.org/wikipedia/commons/a/ac/Passavant_Selbstbildnis%40St%C3%A4del_Museum_Frankfurt20170818.jpg		119202662	1787-09-18T00:00:00Z	1861-08-12T00:00:00Z	Frankfurt	50.113611111111,8.6797222222222	Frankfurt	50.113611111111,8.6797222222222
2130	/m/0pw1p		Paulus Potter	Q355406	https://www.wikidata.org/wiki/Q355406	Paulus Potter	Dutch painter	niederländischer Kunstmaler des Barock	https://upload.wikimedia.org/wikipedia/commons/2/26/Bartholomeus_van_der_Helst_-_Paul_Potter.jpg		119209993	1625-11-20T00:00:00Z	1654-01-17T00:00:00Z	Enkhuizen	52.7,5.2833333333333	Amsterdam	52.383333333333,4.9
2478	/m/01g842		Johann Dominicus Fiorillo	Q214589	https://www.wikidata.org/wiki/Q214589	Johann Dominicus Fiorillo	German artist	Maler und wohl der erste Kunsthistoriker an deutschen Universitäten	https://upload.wikimedia.org/wikipedia/commons/c/ca/Iean_Fiorillo.jpg		119224364	1748-10-13T00:00:00Z	1821-09-10T00:00:00Z	Hamburg	53.55,10	Göttingen	51.533888888889,9.9355555555556
2648	/m/0b4p0z		Marco Palmezzano	Q912991	https://www.wikidata.org/wiki/Q912991	Marco Palmezzano	Italian renaissance painter	italienischer Maler und Architekt	https://upload.wikimedia.org/wikipedia/commons/7/78/Palmezzano_selfp.JPG		119265095	1460-01-01T00:00:00Z	1539-01-01T00:00:00Z	Forlì	44.2225,12.040833333333	Forlì	44.2225,12.040833333333
2459			Arnolfo di Milano	Q3623639	https://www.wikidata.org/wiki/Q3623639	Arnolfo di Milano	Italian writer, presbyter and historian				119283069	1000-01-01T00:00:00Z	1077-01-01T00:00:00Z				
1378	http://purl.org/net7/korbo2/ite/m/1378		Vittorio Alinari	Q7937299	https://www.wikidata.org/wiki/Q7937299	Vittorio Alinari	Italian photographer					1859-01-01T00:00:00Z	1932-01-01T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
2186			Sergey Stroganov	Q3479728	https://www.wikidata.org/wiki/Q3479728	Sergey Stroganov	statesman, art historian and collector		https://upload.wikimedia.org/wikipedia/commons/a/af/Sergei_Stroganov_by_Konstantin_Makovsky.jpg		119293811	1794-11-08T00:00:00Z	1882-03-28T00:00:00Z	Saint Petersburg	59.95,30.316666666667	Saint Petersburg	59.95,30.316666666667
490	/m/0sxbxx3		Johann Jakob von Tschudi	Q123016	https://www.wikidata.org/wiki/Q123016	Johann Jakob von Tschudi	Swiss naturalist and explorer	Schweizer Naturforscher, Forschungsreisender, Linguist und Diplomat	https://upload.wikimedia.org/wikipedia/commons/6/65/Tschudi_Johann_Jakob_von_1818-1889.png	14903	119315130	1818-07-25T00:00:00Z	1889-10-08T00:00:00Z	Glarus	47.033329,9.066666	Lichtenegg	47.6,16.2
															47.021,8.97896		
103068	http://purl.org/net7/korbo2/ite/m/103068		Johann Jakob von Tschudi	Q123016	https://www.wikidata.org/wiki/Q123016	Johann Jakob von Tschudi	Swiss naturalist and explorer	Schweizer Naturforscher, Forschungsreisender, Linguist und Diplomat	https://upload.wikimedia.org/wikipedia/commons/6/65/Tschudi_Johann_Jakob_von_1818-1889.png	14903	119315130	1818-07-25T00:00:00Z	1889-10-08T00:00:00Z	Glarus	47.033329,9.066666	Lichtenegg	47.6,16.2
															47.021,8.97896		
2987	/m/026kjd0		Bernardo Zenale	Q742607	https://www.wikidata.org/wiki/Q742607	Bernardo Zenale	Italian painter				119325667	1463-01-01T00:00:00Z	1526-01-01T00:00:00Z	Treviglio	45.521388888889,9.5927777777778	Milan	45.464161,9.190336
102662			Robert Müller	Q2159137	https://www.wikidata.org/wiki/Q2159137	Robert Müller	German painter				119325756	1859-01-16T00:00:00Z	1895-07-25T00:00:00Z	Gorzów Wielkopolski	52.733333333333,15.25	Berlin	52.516666666667,13.383333333333
2882			Domenico Tiburzi	Q3713264	https://www.wikidata.org/wiki/Q3713264	Domenico Tiburzi											
1440	http://purl.org/net7/korbo2/ite/m/1440		Moritz Carrière	Q97077	https://www.wikidata.org/wiki/Q97077	Moritz Carrière	German philosopher and historian										
893	/m/0125hsk1		Hermann Herder	Q1121637	https://www.wikidata.org/wiki/Q1121637	Hermann Herder	German publisher										
2751	/m/023q21		William-Adolphe Bouguereau	Q483992	https://www.wikidata.org/wiki/Q483992	William-Adolphe Bouguereau	French painter										
2222	/m/02vzjt		Qaitbay	Q557847	https://www.wikidata.org/wiki/Q557847	Qaitbay	Burji Mamluk Sultan of Egypt										
1614	http://purl.org/net7/korbo2/ite/m/1614		Niccolò Pisano	Q3339591	https://www.wikidata.org/wiki/Q3339591	Niccolò Pisano	Italian Renaissance painter										
162	/m/0sxgc_5		Otto Mündler	Q19766265	https://www.wikidata.org/wiki/Q19766265	Otto Mündler	Dealer and historian of Italian and Old Master paintings. M										
2995	/m/07sp4y		Cosimo Rosselli	Q29447	https://www.wikidata.org/wiki/Q29447	Cosimo Rosselli	Italian painter										
2045			Charles Alexander, Grand Duke of Saxe-Weimar-Eisenach	Q60743	https://www.wikidata.org/wiki/Q60743	Charles Alexander, Grand Duke of Saxe-Weimar-Eisenach	ruler of Saxe-Weimar-Eisenach from 1853 until his death										
2083			Ulrico Hoepli	Q4003103	https://www.wikidata.org/wiki/Q4003103	Ulrico Hoepli	Italian editor and publisher			30470							
2586	/m/03bwdg		House of Visconti	Q212475	https://www.wikidata.org/wiki/Q212475	House of Visconti	Milanese noble family				119431408						
1747			Theodor Nöldeke	Q63458	https://www.wikidata.org/wiki/Q63458	Theodor Nöldeke	German Semitic scholar	deutscher Orientalist	https://upload.wikimedia.org/wikipedia/commons/5/56/Theodor_N%C3%B6ldeke_-_Orientalische_Studien.jpg		119453223	1836-03-02T00:00:00Z	1930-12-25T00:00:00Z	Harburg	53.459258333333,9.9826722222222	Karlsruhe	49.016666666667,8.4
															53.459259,9.982672		
183	/m/0c4v9s0		Adolf Keller	Q125243	https://www.wikidata.org/wiki/Q125243	Adolf Keller	Swiss theologian	Schweizer evangelisch-reformierter Theologe	https://upload.wikimedia.org/wikipedia/commons/4/40/Adolf_Keller.jpg	10698	119453509	1872-02-07T00:00:00Z	1963-02-10T00:00:00Z	Rüdlingen	47.566666666667,8.5663888888889	Los Angeles	34.05223,-118.24368
945	/m/074bqj		Reinhold Begas	Q603105	https://www.wikidata.org/wiki/Q603105	Reinhold Begas	German sculptor	deutscher Bildhauer und Maler	https://upload.wikimedia.org/wikipedia/commons/9/9b/Jacob_Hilsdorf_-_Reinhold_Begas.jpg		119469081	1831-07-15T00:00:00Z	1911-08-03T00:00:00Z	Berlin-Schöneberg	52.483055555556,13.349722222222	Berlin-Schöneberg	52.483055555556,13.349722222222
2985	/m/0739w1		Vincenzo Foppa	Q222923	https://www.wikidata.org/wiki/Q222923	Vincenzo Foppa	Northern-Italian Renaissance painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/5/55/Vincenzo_foppa%2C_cappella_poritnari_01.jpg		119478323	1427-01-01T00:00:00Z	1515-01-01T00:00:00Z	Bagnolo Mella	45.43,10.1854	Brescia	45.538888888889,10.220280555556
2604	/m/08qm5_		Jacques Mallet du Pan	Q3159470	https://www.wikidata.org/wiki/Q3159470	Jacques Mallet du Pan	Genevan writer	Publizist, Journalist und Schriftsteller	https://upload.wikimedia.org/wikipedia/commons/4/4f/Jacques_Mallet_du_Pan_%281749-1800%29.png	15899	119483947	1749-11-05T00:00:00Z	1800-05-10T00:00:00Z	Céligny	46.35,6.2	Richmond	51.456,-0.301
525	/m/0sxg1jt		Heinrich von Geymüller	Q125219	https://www.wikidata.org/wiki/Q125219	Heinrich von Geymüller	Swiss art historian and architectural historian	Schweizer Kunst- und Architekturhistoriker	https://upload.wikimedia.org/wikipedia/commons/9/93/Photo_Henry_de_Geym%C3%BCller.jpg	29111	119491710	1839-05-12T00:00:00Z	1909-12-19T00:00:00Z	Vienna	48.20833,16.373064	Baden-Baden	48.761944444444,8.2408333333333
603	/m/0t500jy		Richard Schöne	Q100532	https://www.wikidata.org/wiki/Q100532	Richard Schöne	German classical archaeologist	deutscher Klassischer Archäologe und Museumsleiter	https://upload.wikimedia.org/wikipedia/commons/4/45/Richard_Sch%C3%B6ne_2.jpg		119512718	1840-02-05T00:00:00Z	1922-03-05T00:00:00Z	Dresden	51.049258333333,13.738361111111	Grunewald	52.483333333333,13.266666666667
910	http://purl.org/net7/korbo2/ite/m/910		Stefano Infessura	Q2338425	https://www.wikidata.org/wiki/Q2338425	Stefano Infessura	Italian humanist				119540959	1436-01-01T00:00:00Z	1500-01-01T00:00:00Z	Rome	41.893055555556,12.482777777778	Rome	41.893055555556,12.482777777778
632	/m/0t5df0c		Josef Spithöver	Q1705795	https://www.wikidata.org/wiki/Q1705795	Josef Spithöver					119553538	1813-10-11T00:00:00Z	1892-01-12T00:00:00Z	Sendenhorst	51.843888888889,7.8277777777778		
231	/m/0v1g722		Johann Jakob Bernoulli	Q123437	https://www.wikidata.org/wiki/Q123437	Johann Jakob Bernoulli	Swiss art historian and archaeologist	Schweizer Archäologe	https://upload.wikimedia.org/wikipedia/commons/9/9c/Johann_Jacob_Bernoulli_by_Ernst_St%C3%BCckelberg.jpg		120208016	1831-01-18T00:00:00Z	1913-07-22T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
													1919-07-22T00:00:00Z				
1164	/m/0yq0vt0		Johann Bernoulli	Q227897	https://www.wikidata.org/wiki/Q227897	Johann Bernoulli	Swiss mathematician	Schweizer Mathematiker	https://upload.wikimedia.org/wikipedia/commons/6/6a/Johann_Bernoulli2.jpg	19087	118509969	1667-07-27T00:00:00Z	1748-01-01T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
												1667-08-06T00:00:00Z					
501	/m/0sxcd43		Charlotte Buff	Q63639	https://www.wikidata.org/wiki/Q63639	Charlotte Buff	Acquaintance of Goethe	Vorbild der Lotte in Goethes Werk Die Leiden des jungen Werther	https://upload.wikimedia.org/wikipedia/commons/8/89/CharlotteKestnerGebBuff1753-1828VonJohHchSchroeder.jpg		118638076	1753-01-11T00:00:00Z	1828-01-16T00:00:00Z	Wetzlar	50.566666666667,8.5	Hanover	52.374444444444,9.7386111111111
102690			Giovanni Maggi	Q63108454	https://www.wikidata.org/wiki/Q63108454	Giovanni Maggi	Giovanni Maggi (1566-1618) what Italian painter.				121090019	1566-01-01T00:00:00Z	1618-01-01T00:00:00Z				
103310	/m/0t5c9sd		Gottfried Kinkel	Q15433266	https://www.wikidata.org/wiki/Q15433266	Gottfried Kinkel	German classical philologist			43467	12111418X	1844-07-11T00:00:00Z	1891-05-22T00:00:00Z	Poppelsdorf	50.722222222222,7.0905555555556		
103309			Johanna Kinkel	Q165824	https://www.wikidata.org/wiki/Q165824	Johanna Kinkel	German composer and author	deutsche Komponistin und Schriftstellerin	https://upload.wikimedia.org/wikipedia/commons/8/80/Bildnis_Johanna_Kinkel_1840.jpg		118562258	1810-07-08T00:00:00Z	1858-11-15T00:00:00Z	Bonn	50.733888888889,7.0997222222222	London	51.507222222222,-0.1275
1779			Taronec'i Step'anos	Q61993452	https://www.wikidata.org/wiki/Q61993452	Taronec'i Step'anos	Author of the Tiezerakal patmuṭ'iwn, a Universal History from the origins to 1004 A.D.				121380424						
2809			Alessandro Durini	Q23585478	https://www.wikidata.org/wiki/Q23585478	Alessandro Durini					121525937	1818-01-01T00:00:00Z	1892-01-01T00:00:00Z				
2638	/m/0b2_7m		Girolamo Riario	Q60127	https://www.wikidata.org/wiki/Q60127	Girolamo Riario	Lord of Italy	Neffe oder Sohn von Papst Sixtus IV. und Herr von Imola und Forlì	https://upload.wikimedia.org/wikipedia/commons/7/77/Girolamo_Riario.jpg		121709507	1443-01-01T00:00:00Z	1488-04-14T00:00:00Z	Savona	44.307975,8.4810166666667	Forlì	44.2225,12.040833333333
1707	/m/0ndxp8f		Pio Fedi	Q1360051	https://www.wikidata.org/wiki/Q1360051	Pio Fedi	Italian sculptor, copper engraver				121752984	1816-06-07T00:00:00Z	1892-05-31T00:00:00Z	Viterbo	42.418611111111,12.104166666667	Florence	43.771388888889,11.254166666667
1569	http://purl.org/net7/korbo2/ite/m/1569		Camille Bonnard	Q63126109	https://www.wikidata.org/wiki/Q63126109	Camille Bonnard	Camille Bonnard (1794-1870) was a French scholar.										
1572			Georg Hulbe	Q1504794	https://www.wikidata.org/wiki/Q1504794	Georg Hulbe	German bookbinder (1851-1917)				122103742	1851-09-27T00:00:00Z	1917-11-16T00:00:00Z	Kiel	54.323333333333,10.139444444444	Hamburg	53.55,10
104741			Bernhard Höfling	Q15446691	https://www.wikidata.org/wiki/Q15446691	Bernhard Höfling	German painter				122296435	1817-07-24T00:00:00Z	1871-03-19T00:00:00Z	Fulda	50.552777777778,9.6775	Frankfurt	50.113611111111,8.6797222222222
2970	/m/080f6k_		Jacob Duck	Q1284751	https://www.wikidata.org/wiki/Q1284751	Jacob Duck	Dutch painter				122344774	1600-01-01T00:00:00Z	1667-01-28T00:00:00Z	Utrecht	52.088888888889,5.1155555555556	Utrecht	52.088888888889,5.1155555555556
1722	/m/0yr8lj3		Dmitrij G. Glinka	Q61993453	https://www.wikidata.org/wiki/Q61993453	Dmitrij G. Glinka	Russian diplomat, sociologist and privy councilor				122510046	1808-01-01T00:00:00Z	1883-01-01T00:00:00Z				
731	/m/0w63jq8		Paul Letarouilly	Q3371695	https://www.wikidata.org/wiki/Q3371695	Paul Letarouilly	French architect				122516265	1795-01-01T00:00:00Z	1855-01-01T00:00:00Z	Coutances	49.045277777778,-1.4452777777778	Paris	48.856577777778,2.3518277777778
															49.05,-1.43333		
1386	http://purl.org/net7/korbo2/ite/m/1386		Giovanni Antonio Boltraffio	Q442528	https://www.wikidata.org/wiki/Q442528	Giovanni Antonio Boltraffio	Italian painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/c/cd/Giovanni_Antonio_Boltraffio_014.jpg		122716299	1467-01-01T00:00:00Z	1516-01-01T00:00:00Z	Milan	45.464161,9.190336	Milan	45.464161,9.190336
102439			Samuel Woodburn	Q21456245	https://www.wikidata.org/wiki/Q21456245	Samuel Woodburn						1780-01-01T00:00:00Z	1853-01-01T00:00:00Z				
2982	/m/03j8kw		Caspar Netscher	Q217715	https://www.wikidata.org/wiki/Q217715	Caspar Netscher	Dutch painter	deutscher Kunstmaler des Barock	https://upload.wikimedia.org/wikipedia/commons/5/55/Zelfportret_Caspar_Netscher_-_Rijksmuseum_SK-A-2666.jpg		122988426	1639-01-01T00:00:00Z	1684-01-15T00:00:00Z	Heidelberg	49.412222222222,8.71	The Hague	52.084166666667,4.3175
1458	http://purl.org/net7/korbo2/ite/m/1458		Adriaen van de Velde	Q367741	https://www.wikidata.org/wiki/Q367741	Adriaen van de Velde	Dutch painter and engraver	niederländischer Maler und Radierer	https://upload.wikimedia.org/wikipedia/commons/4/41/Het_Strand_van_Scheveningen%2C_Adriaen_van_de_Velde_%281658%29.jpg		123032296	1636-11-03T00:00:00Z	1672-01-21T00:00:00Z	Amsterdam	52.383333333333,4.9	Amsterdam	52.383333333333,4.9
1197	http://purl.org/net7/korbo2/ite/m/1197		Edward Solly	Q1293689	https://www.wikidata.org/wiki/Q1293689	Edward Solly	English merchant and art collector	englischer Kaufmann und Kunstsammler	https://upload.wikimedia.org/wikipedia/commons/d/d0/Edward_Solly.JPG		123160855	1776-04-25T00:00:00Z	1844-12-02T00:00:00Z	London	51.507222222222,-0.1275		
102863			Karl Aegeri	Q3813027	https://www.wikidata.org/wiki/Q3813027	Karl Aegeri	Swiss painter				123182441	1510-01-01T00:00:00Z	1562-01-01T00:00:00Z	Zürich	47.378611111111,8.54		
103363			Girolamo Casio	Q5880389	https://www.wikidata.org/wiki/Q5880389	Girolamo Casio	Italian poet		https://upload.wikimedia.org/wikipedia/commons/9/9e/Giovanni_Antonio_Boltraffio_004.jpg		123367654	1464-01-01T00:00:00Z	1533-01-01T00:00:00Z	Casio			
